Feature_ID,Feature_Name,Clean_Feature_Name,Target,Diameter,lat,lng,Continent,Ethnicity,Feature_Type,Feature_Type_Code,Approval_Date,Origin,Feature,Article,Singular,Plural,Description,Venus
3652,Maram Corona,Maram Corona,Venus,600,-7.5,221.5,Africa,Ethiopia,Coronae,CR,1994,Oromo (Ethiopia) fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3653,Maranda,Maranda,Venus,16.8,4.9,169.7,Europe,Latvia,Craters,AA,1994,Latvian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3660,Mardezh-Ava Dorsa,Mardezh Ava Dorsa,Venus,906,32.4,68.6,Europe,Finland,Dorsa,DO,1985,Marian (Volga Finn) wind goddess.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
3696,Marere,Marere,Venus,6.3,19.6,65.8,Oceania,Polynesia,Craters,AA,1997,Polynesian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3697,Maret,Maret,Venus,11.7,-33.3,280.2,Europe,Estonia,Craters,AA,1997,Estonian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3698,Margarita,Margarita,Venus,13,12.7,9.2,Europe,Greek,Craters,AA,1994,Greek first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3702,Margit,Margit,Venus,14,60.1,273.1,Europe,Hungary,Craters,AA,1985,Hungarian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3705,Maria Celeste,Maria Celeste,Venus,97.5,23.4,140.4,Europe,Italy,Craters,AA,1991,Daughter of Galileo (d. 1634).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3706,Marianne,Marianne,Venus,9,9.3,358,Europe,Greek,Craters,AA,1997,"From Mary, Greek first name.","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3704,Mari Corona,Mari Corona,Venus,200,54,151,Europe,Greek,Coronae,CR,1994,Cretan goddess of plenty.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3707,Marie,Marie,Venus,14.2,-21.7,232.4,Europe,France,Craters,AA,1994,French first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3709,Mariko,Mariko,Venus,12.9,-23.3,132.9,Asia,Japan,Craters,AA,1997,Japanese first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3719,Markham,Markham,Venus,71.8,-4.1,155.6,Europe,England,Craters,AA,1994,Beryl; English aviator (1902-1986).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3721,Marsh,Marsh,Venus,47.7,-63.6,46.6,Oceania,New Zealand,Craters,AA,1991,"Ngaio; New Zealand playwright, novelist (1899-1982).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3727,Martinez,Martinez,Venus,23.5,-11.7,174.7,North America,Pueblo,Craters,AA,1994,"Maria; Pueblo artist, potter (1886-1980).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3728,Martuv Vallis,Martuv Vallis,Venus,250,23,156,Asia,Kyrgyzstan,Valles,VA,1997,Kyrgyz river deity.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
3732,Marysya,Marysya,Venus,6.3,53.3,75.1,Europe,Belarus,Craters,AA,1997,Belorussian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3733,Marzhan,Marzhan,Venus,13.8,-58.9,248.3,Asia,Uzbekistan,Craters,AA,1994,Karakal first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3734,Marzyana Corona,Marzyana Corona,Venus,550,-53,67.5,Europe,Slavic,Coronae,CR,1997,West Slavic grain and fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3735,Masako,Masako,Venus,23.8,-30.2,53.2,Asia,Japan,Craters,AA,1994,Hozyo; Japanese ruler (1157-1225).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3736,Masateotl Corona,Masateotl Corona,Venus,180,-53,244,North America,Aztec,Coronae,CR,2000,Aztec goddess of love and fertility.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
6867,[Masha],Masha,Venus,16,63,88,Europe,Russia,Craters,AA,1994,Russian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3738,Masha,Masha,Venus,6.4,60.7,88.5,Europe,Russia,Craters,AA,1997,Russian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3545,Ma Shouzhen,Ma Shouzhen,Venus,18.9,-35.7,92.5,Asia,China,Craters,AA,1994,"Chinese poet, painter (1592-1628).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3741,Maslenitsa Corona,Maslenitsa Corona,Venus,0,77,202.5,Europe,Slavic,Coronae,CR,1991,Slavonic personification of fertility.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3747,Matahina,Matahina,Venus,8.5,-72.3,65.9,Oceania,Polynesia,Craters,AA,1997,Polynesian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3751,Matlalcue Vallis,Matlalcue Vallis,Venus,300,-33,167.5,North America,Aztec,Valles,VA,1997,Aztec fresh water goddess.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
3759,Maurea,Maurea,Venus,9.9,-39.5,69.1,Oceania,Polynesia,Craters,AA,1997,Polynesian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3764,Mawu Corona,Mawu Corona,Venus,295,31.7,241.3,Africa,Benin,Coronae,CR,1991,Fon (Benin) goddess of fertility.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3766,Maxwell Montes,Maxwell Montes,Venus,797,65.2,3.3,Europe,Great Britain,Montes,MO,1979,James C.; British physicist (1831-1879).,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
3768,Maya Corona,Maya Corona,Venus,225,23,98,Asia,India,Coronae,CR,1994,Hindu mother earth goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3769,Mayauel Corona,Mayauel Corona,Venus,200,-27.5,154,North America,Mexico,Coronae,CR,1994,Mexican goddess of plenty.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3767,May-Enensi Corona,May Enensi Corona,Venus,330,-42.5,68,Asia,Altai,Coronae,CR,1997,Teleutan (S. Altay) fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3774,Mbokomu Mons,Mbokomu Mons,Venus,460,-15.1,215.2,Africa,Zaire,Montes,MO,1994,Ngombe (Zaire) ancestor goddess.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
3775,Mbul'di,Mbul di,Venus,6,23.8,74.7,Africa,Niger,Craters,AA,1997,Fulbe/Wodabi first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3787,Mead,Mead,Venus,270,12.5,57.2,North America,American,Craters,AA,1991,Margaret; American anthropologist (1901-1978).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3790,Medb Fluctus,Medb Fluctus,Venus,350,-56,127,Europe,Ireland,Fluctūs,FL,1997,"Irish mother of gods, wife of Ailil.","Fluctus, fluctūs",A,Fluctus,fluctūs,"terrain covered by outflow of liquid, like lava",miscellaneous goddesses
3791,Medeina Chasma,Medeina Chasma,Venus,606,46.2,89.3,Europe,Lithuania,Chasmata,CM,1985,Lithuanian forest goddess.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
3792,Medhavi,Medhavi,Venus,30.4,-19.4,40.6,Asia,India,Craters,AA,1994,"Ramabai; East Indian author, humanitarian (1858-1922).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3800,Megan,Megan,Venus,15.8,-61.8,130.6,Europe,Wales,Craters,AA,1994,Welsh first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3805,Mehseti Patera,Mehseti Patera,Venus,60,16,311,Asia,Azerbaijan,Paterae,PE,1997,Ganjevi; Azeri/Persian poetess (c. 1050-c. 1100).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
3806,Meiboia Tholus,Meiboia Tholus,Venus,85,-44.7,281.3,Europe,Greek,Tholi,TH,1997,Greek bee goddess.,"Tholus, tholi",A,Tholus,tholi,a small domical mountain or hill,miscellaneous goddesses
3808,Meitner,Meitner,Venus,149,-55.6,321.6,Europe,Austria,Craters,AA,1979,Lise; Austrian physicist (1878-1968).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3809,Melanie,Melanie,Venus,12.3,-62.8,144.3,Europe,Greek,Craters,AA,1994,First name from Greek.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3810,Melanka,Melanka,Venus,9,34.4,19.2,Europe,Ukraine,Craters,AA,1997,Ukranian first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3816,Melba,Melba,Venus,21.8,4.7,193.5,Oceania,Australia,Craters,AA,1994,Nellie; Australian opera singer (1861-1931).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3817,Melia Mons,Melia Mons,Venus,311,62.8,119.3,Europe,Greek,Montes,MO,1985,Greek nymph.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
3818,Melina,Melina,Venus,12.7,-69.9,319.5,Europe,Greek,Craters,AA,1997,Greek first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3825,Mem Loimis Mons,Mem Loimis Mons,Venus,300,9.5,209,North America,American,Montes,MO,1997,Wintun (California) goddess.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
3832,Mena Colles,Mena Colles,Venus,850,-52.5,160,Europe,Roman,Colles,CO,1994,Roman goddess of menses.,Colles,A,Colles,colles,a collection of small hills or knobs,sea goddesses
3834,Menat Undae,Menat Undae,Venus,100,-24.8,339.4,Asia,Arabian,Undae,UN,1994,Arabian desert goddess.,Undae,An,Undae,Undae,a field of dunes,desert goddesses
3841,Meni Tessera,Meni Tessera,Venus,454,48.1,77.9,Asia,Semitic,Tesserae,TE,1985,Semitic goddess of fate.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
3842,Menkerot Dorsa,Menkerot Dorsa,Venus,770,-20,351.5,Africa,Egypt,Dorsa,DO,2000,"Ancient Egyptian goddess, mother of the sun.","Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
6868,[Mentha Mons],Mentha Mons,Venus,79,43,237.3,Europe,Roman,Montes,MO,1985,"Roman goddess, personification of the human mind. Name changed to Mentha Tholus.","Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
3843,Mentha Tholus,Mentha Tholus,Venus,79,43,237.3,Europe,Roman,Tholi,TH,1997,"Roman goddess, personification of the human mind. Name changed from Mentha Mons.","Tholus, tholi",A,Tholus,tholi,a small domical mountain or hill,miscellaneous goddesses
3848,Merak Vallis,Merak Vallis,Venus,200,-63.5,162,Asia,Pakistan,Valles,VA,1997,Balochi (Pakistan) river deity.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
3851,Meredith,Meredith,Venus,11.4,-14.5,278.9,Europe,England,Craters,AA,1997,English first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3853,Merian,Merian,Venus,22.2,34.5,76.3,Europe,The Netherlands (Dutch),Craters,AA,1991,Maria; Dutch entomologist (1647-1717).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3855,Merisa Fluctus,Merisa Fluctus,Venus,630,20.5,9,Europe,Caucasus,Fluctūs,FL,2000,Adygan (N. Caucasus) beekeeping goddess.,"Fluctus, fluctūs",A,Fluctus,fluctūs,"terrain covered by outflow of liquid, like lava",miscellaneous goddesses
3856,Merit Ptah,Merit Ptah,Venus,16.5,11.4,115.6,Africa,Egypt,Craters,AA,1994,"Egyptian queen, physician (c. 2700 B.C.).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3863,Mert Fluctus,Mert Fluctus,Venus,250,-50.5,230.5,Africa,Egypt,Fluctūs,FL,2000,Egyptian goddess of music and singing.,"Fluctus, fluctūs",A,Fluctus,fluctūs,"terrain covered by outflow of liquid, like lava",miscellaneous goddesses
3864,Mertseger Mons,Mertseger Mons,Venus,450,-38.1,270.3,Africa,Egypt,Montes,MO,1997,Snake goddess of the Theban necropolis.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
3865,Mesca Corona,Mesca Corona,Venus,190,27,342.6,Europe,Ireland,Coronae,CR,1994,Irish fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3867,Meskhent Tessera,Meskhent Tessera,Venus,1056,65.8,103.1,Africa,Egypt,Tesserae,TE,1985,Egyptian goddess of fortune.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
3871,Metelitsa Dorsa,Metelitsa Dorsa,Venus,1300,16,31,Europe,Slavic,Dorsa,DO,1997,E. Slavic snowstorm deity.,"Dorsum, dorsa",A,Dorsum,dorsa,"a ridge, sometimes called a wrinkle ridge",sky goddesses
14628,Metis Mons,Metis Mons,Venus,920,71,253,Europe,Greek,Montes,MO,2009,Greek Titaness.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
3872,[Metis Regio],Metis Regio,Venus,729,70.9,251.8,Europe,Greek,Regiones,RE,1982,Greek Titaness.,"Regio, regiones",A,Regio,regiones,a large area that is strongly differentiated in color or brightness from its surroundings,giantesses and titanesses (and two after Greek letters of the alphabet)
3875,Metra Corona,Metra Corona,Venus,101,26,97.7,Asia,Persian,Coronae,CR,1991,Persian fertility/moon goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3878,Mežas-Mate Chasma,Mezas Mate Chasma,Venus,506,51,50.7,Europe,Latvia,Chasmata,CM,1985,Latvian forest goddess.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
3877,Mezrina Patera,Mezrina Patera,Venus,60,-33.3,68.8,Europe,Russia,Paterae,PE,2000,Anna; Russian clay toy sculptor (1853-1938).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
3882,Michelle,Michelle,Venus,15,-19.6,40.5,Europe,France,Craters,AA,1994,First name from French.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3887,Mielikki Mons,Mielikki Mons,Venus,450,-27.8,280.5,Europe,Finland,Montes,MO,1997,Finnish forest goddess.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
3888,Migazesh Colles,Migazesh Colles,Venus,230,-49,198,Europe,Caucasus,Colles,CO,2000,Adygan (N. Caucasus) daughter of sea goddess.,Colles,A,Colles,colles,a collection of small hills or knobs,sea goddesses
3890,Mikhaylova Patera,Mikhaylova Patera,Venus,70,-26.8,348.2,Europe,Russia,Paterae,PE,1997,Dariya (better known as Dasha of Sevastopol); Russian nurse (c. 1830-c. 1915).,"Patera, paterae",A,Patera,paterae,"an irregular crater, usually referring to the dish-shaped depression atop a volcano",famous women
3894,Milda Mons,Milda Mons,Venus,48,52.5,159.4,Europe,Lithuania,Montes,MO,1991,Lithuanian goddess of love.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
3895,Mildred,Mildred,Venus,12,-51.7,348.3,Europe,England,Craters,AA,1997,English first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3898,Millay,Millay,Venus,48,24.4,111.2,North America,American,Craters,AA,1991,Edna St. Vincent; American poet (1892-1950).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3910,Minerva Fossae,Minerva Fossae,Venus,0,64.5,252.5,Europe,Roman,Fossae,FO,1985,Roman goddess of war.,"Fossa, fossae",A,Fossa,fossae,"a long, narrow, shallow depression",goddesses of war
14338,Minona Corona,Minona Corona,Venus,130,23.5,218.5,Africa,Benin,Coronae,CR,2008,Benin (W. Africa) goddess who grants fertility to both women and the land. ,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3916,Minu-Anni Tessera,Minu Anni Tessera,Venus,1300,-20,30,Asia,Assyrian,Tesserae,TE,1997,Assyrian fate goddess.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
3917,Miovasu,Miovasu,Venus,4.5,72.1,99.9,North America,American,Craters,AA,1997,Cheyenne first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3919,Mirabeau,Mirabeau,Venus,23.8,1.1,284.3,Europe,France,Craters,AA,1994,Sibylle; French writer (d. 1932).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3920,Miralaidji Corona,Miralaidji Corona,Venus,300,-14,163.8,Oceania,Australia,Coronae,CR,1994,Aborigine fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3921,Miriam,Miriam,Venus,16.5,36.5,48.2,Asia,Hebrew,Craters,AA,1994,First name from Hebrew.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3922,Mirizir Corona,Mirizir Corona,Venus,70,-66.4,185,Asia,Babylon,Coronae,CR,2000,Kassitan (Babylonia) earth and fertility goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3927,Misne Chasma,Misne Chasma,Venus,610,78.3,316.5,Asia,Siberia,Chasmata,CM,1985,Mansi (Siberia) forest maiden.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
3928,Mist Chasma,Mist Chasma,Venus,244,39.5,247.3,Europe,Norse,Chasmata,CM,1997,Norse Valkyrie. Changed from Mist Fossae.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
6871,[Mist Fossae],Mist Fossae,Venus,244,39.5,247.3,Europe,Norse,Fossae,FO,1985,Norse Valkyrie. Changed to Mist Chasma.,"Fossa, fossae",A,Fossa,fossae,"a long, narrow, shallow depression",goddesses of war
3934,Miti Corona,Miti Corona,Venus,180,-3.5,259.8,Asia,Siberia,Coronae,CR,2000,Koryak and Itelmen (Kamchatka) the Raven's (world creator) wife.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3938,[Mnemosyne Regio],Mnemosyne Regio,Venus,0,65.8,277.9,Europe,Greek,Regiones,RE,1982,Greek Titaness.,"Regio, regiones",A,Regio,regiones,a large area that is strongly differentiated in color or brightness from its surroundings,giantesses and titanesses (and two after Greek letters of the alphabet)
3942,Modron Corona,Modron Corona,Venus,50,32.8,23.1,Europe,Wales,Coronae,CR,2003,Welsh divine mother goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3948,Moira Tessera,Moira Tessera,Venus,361,58.7,310.5,Europe,Greek,Tesserae,TE,1985,Greek fate goddess.,"Tessera, tesserae",A,Tessera,tesserae,"an area of tile-like, polygonal terrain. Often represents the oldest material at any given location",goddesses of fate and fortune
3952,Mokosha Mons,Mokosha Mons,Venus,270,57.7,255,Europe,Slavic,Montes,MO,1985,East Slavic main goddess.,"Mons, montes",A,Mons,montes,a mountain; plural montes,"miscellaneous goddesses, and one radar scientist"
3955,Molpadia Linea,Molpadia Linea,Venus,0,-48,355,Europe,Greek,Lineae,LI,1982,Amazon.,"Linea, lineae",A,Linea,lineae,"a general term for any long marking, dark or bright, on a planet's surface",goddesses of war
3956,Molpe Colles,Molpe Colles,Venus,548,76,192,Europe,Greek,Colles,CO,1991,Greek; mother of Sirens.,Colles,A,Colles,colles,a collection of small hills or knobs,sea goddesses
3959,Momu Coronae,Momu Coronae,Venus,260,-21,220.3,Europe,Caucasus,Coronae,CR,2003,Darghinan (Daghestan) childbirth deity.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
3960,Mona Lisa,Mona Lisa,Venus,79.4,25.6,25.1,Europe,Italy,Craters,AA,1991,(Lisa Giacondo); Leonardo da Vinci's model (b. c. 1474).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3967,Monika,Monika,Venus,25.5,72.3,122.4,Europe,Germany,Craters,AA,1985,German first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
3969,Monoshi Tholus,Monoshi Tholus,Venus,15,-37.7,252,Asia,Bangladesh,Tholi,TH,2006,Bengal goddess of snakes.,"Tholus, tholi",A,Tholus,tholi,a small domical mountain or hill,miscellaneous goddesses
6873,[Montagu],Montagu,Venus,20,36.9,177.7,Europe,England,Craters,AA,1994,"Mary; English medical pioneer, poet, writer (1689-1762).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
4020,Montessori,Montessori,Venus,42.1,59.4,280,Europe,Italy,Craters,AA,1985,Maria; Italian educator (1870-1952).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
4023,Montez,Montez,Venus,21.1,17.9,266.5,Europe,Ireland,Craters,AA,1994,Lola; Irish dancer (1818-1861).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
4025,Moombi Corona,Moombi Corona,Venus,100,-64.5,235.5,Africa,Kenya,Coronae,CR,1997,"Gikuyu (Kenya), the first woman, ancestor of nine tribes.","Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
4027,Moore,Moore,Venus,21.1,-30.4,248.4,North America,American,Craters,AA,1994,"Marianne; American poet, editor (1887-1972).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
4031,Morana Chasma,Morana Chasma,Venus,317,68.9,24.6,Europe,Czechoslovakia,Chasmata,CM,1985,Czech moon goddess.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
4037,Morisot,Morisot,Venus,48,-61.2,211.3,Europe,France,Craters,AA,1994,Berthe; French artist (1841-1895).,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
4039,Morongo Valles,Morongo Valles,Venus,660,-20,111.4,Africa,Zimbabwe,Valles,VA,2003,Makoni (Zimbabwe) name of Venus as evening star.,"Vallis, valles",A,Vallis,valles,a valley,"the word for Venus in various world languages (if 400 km and longer), or river goddesses (if less than 400 km in length)"
4042,Morrigan Linea,Morrigan Linea,Venus,3200,-54.5,311,Europe,Celtic,Lineae,LI,1991,Celtic war goddess.,"Linea, lineae",A,Linea,lineae,"a general term for any long marking, dark or bright, on a planet's surface",goddesses of war
4044,Mortim-Ekva Fluctus,Mortim Ekva Fluctus,Venus,1250,1,334,Asia,Siberia,Fluctūs,FL,2000,"Mansi (Ob River Ugra) mistress of ""Bird's country"".","Fluctus, fluctūs",A,Fluctus,fluctūs,"terrain covered by outflow of liquid, like lava",miscellaneous goddesses
4047,Mosaido,Mosaido,Venus,7.4,17.3,75.2,Africa,Niger,Craters,AA,1997,Fulbe/Wodabi first name.,"Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
4049,Moses,Moses,Venus,28,34.6,119.9,North America,American,Craters,AA,1985,"Anna Mary Robertson, ""Grandma""; American painter (1860-1961).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
4052,Mots Chasma,Mots Chasma,Venus,464,51.9,56.1,Europe,Caucasus,Chasmata,CM,1985,Avarian (Caucasus) moon goddess.,"Chasma, chasmata",A,Chasma,chasmata,"a deep, elongated, steep-sided depression",goddesses of the hunt or moon goddesses
4053,Mou-nyamy Corona,Mou nyamy Corona,Venus,200,-49.5,59,Asia,Siberia,Coronae,CR,1997,Nganasan (Samoyed) life bringing goddess.,"Corona, coronae",A,Corona,coronae,an oval-shaped feature,fertility and earth goddesses
4056,Mowatt,Mowatt,Venus,38.4,-14.6,292.3,North America,American,Craters,AA,1994,"Anna; American actress, playwright, author (1819-1870).","Crater, craters",A,Crater,craters,a circular depression created by an impact event,"famous women (if over 20 km in diameter), or common female first names (if under 20 km)"
4061,Mugazo Planitia,Mugazo Planitia,Venus,1500,-69,60,Asia,Vietnam,Planitiae,PL,1997,Vietnamese tale heroine.,"Planitia, planitiae",A,Planitia,planitiae,a low plain,mythological heroines
